title,link,date,category,excerpt
Iceland Wants People To Drop Bottled Water And Drink Its Lava-Filtered Tap Water Instead,https://naturalblaze.com/2019/06/iceland-wants-people-to-drop-bottled-water-and-drink-its-lava-filtered-tap-water-instead.html,"JUNE 10, 2019",ENVIRONMENT,"By Amanda Froelich While traveling may be a worthy investment, there are risks to venturing overseas. For instance, if you were to drink contaminated water in a foreign country, you might contract a parasite. It’s for this reason that 65 percent of travelers admit to…"
Beverly Hills Becomes First U.S. City To Ban Sale Of Tobacco Products,https://naturalblaze.com/2019/06/beverly-hills-becomes-first-u-s-city-to-ban-sale-of-tobacco-products.html,"JUNE 10, 2019",NATURAL HEALTH NEWS,"By Amanda Froelich Beverly Hills is officially the first U.S. city to ban the sale of tobacco products. By 2021, cigarettes, cigars, e-cigarettes, and other tobacco products will no longer be available at gas stations, convenience and grocery stores, and pharmacies. Special allowances will be…"
Grocery Stores Recall Frozen Berries For Hepatitis A Risk,https://naturalblaze.com/2019/06/grocery-stores-recall-frozen-berries-for-hepatitis-a-risk.html,"JUNE 10, 2019",NATURAL HEALTH NEWS,"By Daisy Luther Another week, yet another recall in the American food supply. Grocery stores across the country are pulling frozen berries from the shelves after the FDA discovered the presence of the Hepatitis A virus during routine testing. So far, no one has reported…"
"A Circus In Germany Refuses To Use Real Animals, Uses Holograms Instead",https://naturalblaze.com/2019/06/a-circus-in-germany-refuses-to-use-real-animals-uses-holograms-instead.html,"JUNE 8, 2019",NATURAL HEALTH NEWS,By Mayukh Saha The world’s very first circus show has opened its doors to people – well that would be inaccurate as it is the planet’s first holographic circus! Most of us across the planet are well-versed about the horrors and the poor life that…
Now In Effect: West Virginia Law Maintains Legal CBD Sales Despite Ongoing Federal Prohibition,https://naturalblaze.com/2019/06/now-in-effect-west-virginia-law-maintains-legal-cbd-sales-despite-ongoing-federal-prohibition.html,"JUNE 7, 2019",NATURAL HEALTH NEWS,"By Mike Maharrey CHARLESTON, W.Va. (June 7, 2019) – Today, a West Virginia law that modifies the state’s hemp licensing program and ensures the sale of CBD can continue in the state went into effect. This will not only open up markets in West Virginia, but…"
Can You Fail A Drug Test After Taking CBD?,https://naturalblaze.com/2019/06/can-you-fail-a-drug-test-after-taking-cbd.html,"JUNE 6, 2019",DIET,"Cannabidiol, or CBD, is a non-psychoactive compound produced by the marijuana plant that seems to be everywhere these days. Maybe you’ve even been asked if you’d like it added to your morning cup of joe! Interestingly, the chemical structure of CBD is very similar to…"
Pine Nut Shells Increase Physical Endurance,https://naturalblaze.com/2019/06/pine-nut-shells-increase-physical-endurance.html,"JUNE 6, 2019",DIET,"For several decades, the number of chronicle diseases has been growing. The main reason for this is the imbalanced diet. Biologists and chemists study natural foods concerning the fact that it can help strengthen health and prevent numerous diseases. They have designed a new concept,…"
Vitamin D Helps Cancer Patients Live Longer,https://naturalblaze.com/2019/06/vitamin-d-helps-cancer-patients-live-longer.html,"JUNE 4, 2019",DIET,"Michigan State University physicians have found that [easyazon_link identifier=”B00GB85JR4″ locale=”US” tag=”natblaze-20″]vitamin D[/easyazon_link], if taken for at least three years, could help cancer patients live longer. The findings suggest that the vitamin carries significant benefits other than just contributing to healthy bones and were presented at…"
Leaked FDA Study: Toxic “Forever Chemicals” Contaminate Many Foods,https://naturalblaze.com/2019/06/leaked-fda-study-toxic-forever-chemicals-contaminate-many-foods.html,"JUNE 4, 2019",ENVIRONMENT,"By Dagny Taggart The Food and Drug Administration (FDA) has quietly revealed some troubling information about a class of toxic chemicals that the agency found in significant levels in our food supply. At a recent scientific conference, the FDA shared the findings of its first…"
Cell Phone Tower Removed From School After Children Get Cancer,https://naturalblaze.com/2019/06/cell-phone-tower-removed-from-school-after-children-get-cancer.html,"JUNE 2, 2019",NATURAL HEALTH NEWS,"By John Vibes Sprint was forced to shut down a cellphone tower that was located outside of a school in the suburbs of Sacramento, California. The tower location became a topic of controversy in recent years, as numerous children in the school have developed cancer…."
Ben & Jerry’s To Start Selling CBD-Infused Ice Cream As Soon As Possible,https://naturalblaze.com/2019/05/ben-jerrys-to-start-selling-cbd-infused-ice-cream-as-soon-as-possible.html,"MAY 31, 2019",NATURAL HEALTH NEWS,"By Emma Fiala Ben & Jerry’s, the Vermont-based occasionally political ice cream company, is ready to jump into the CBD game as soon as the non-psychoactive phytocannabinoid is legal in all 50 U.S. states. As of now, an FDA regulation prevents the cannabidiol from being…"
Cannabis Use Among Older Adults Rising Rapidly,https://naturalblaze.com/2019/05/cannabis-use-among-older-adults-rising-rapidly.html,"MAY 31, 2019",HEALTH AND WELLNESS,"Study is first state-wide investigation of cannabis use among older Americans and the outcomes they experience Cannabis use among older adults is growing faster than any other age group but many report barriers to getting medical marijuana, a lack of communication with their doctors and…"
Eating Blueberries Every Day Improves Heart Health,https://naturalblaze.com/2019/05/eating-blueberries-every-day-improves-cardiovascular-health-according-to-a-new-study.html,"MAY 30, 2019",DIET,"Eating a cup of blueberries a day reduces risk factors for cardiovascular disease – according to new research led by the University of East Anglia, in collaboration with colleagues from Harvard and across the UK. New findings published today in the American Journal of Clinical…"
73% Of Oncology Providers See Benefit Of Medical Marijuana,https://naturalblaze.com/2019/05/73-of-oncology-providers-see-benefit-of-medical-marijuana.html,"MAY 30, 2019",HEALTH AND WELLNESS,"A University of Colorado Cancer Center study presented at the American Society for Clinical Oncology (ASCO) Annual Meeting 2019 shows that while 73 percent of surveyed oncology providers believe that medical marijuana provides benefits for cancer patients, only 46 percent are comfortable recommending it. Major…"
West Virginia Expands Medical Marijuana Program Despite Federal Prohibition,https://naturalblaze.com/2019/05/west-virginia-expands-medical-marijuana-program-despite-federal-prohibition.html,"MAY 30, 2019",NATURAL HEALTH NEWS,"By Mike Maharrey CHARLESTON, W. Va. (May 29, 2019) – Today, West Virginia Gov. Justice signed a bill to expand the state’s medical marijuana program despite federal prohibition. Sen. Mitch Carmichel (R-Ripley) and Sen. Roman Prezioso (D-Fairmont) sponsored Senate Bill 1037 (SB1037). The legislation makes a…"
Monsanto Paid Industry Front Group To Claim Weedkiller ‘Safe’ And Attack Its Critics,https://naturalblaze.com/2019/05/monsanto-paid-industry-front-group-to-claim-weedkiller-safe-and-attack-its-critics.html,"MAY 30, 2019",BIG PHARMA,"By Bill Walker Monsanto paid a shadowy chemical industry front group to help push back against the mounting scientific evidence that the company’s signature Roundup weedkiller causes cancer, court documents reveal. “If a company like [Monsanto] won’t support us, then who will?” the head of…"
Researchers Hunt For Secret To Kratom’s Natural Pain-Relief Benefits,https://naturalblaze.com/2019/05/researchers-hunt-for-secret-to-kratoms-natural-pain-relief-benefits.html,"MAY 29, 2019",HEALTH AND WELLNESS,"Kratom is a Southeast Asian tree with a long history of use in traditional medicine. In the region, the plant’s leaves are widely consumed for pain relief, treatment of opioid addiction and other uses. Though its efficacy and safety are unproven, kratom use has spread…"
Manuka Honey Better At Killing Respiratory Infections Than Antibiotics,https://naturalblaze.com/2019/05/manuka-honey-is-better-at-killing-respiratory-infections-than-antibiotics.html,"MAY 29, 2019",DIET,"Manuka honey alone outperforms antibiotics in treating respiratory infections. Combined with antibiotics, Manuka honey killed 90% of the bacteria tested Manuka honey could provide the key to a breakthrough treatment for cystic fibrosis patients following preliminary work by experts at Swansea University. Dr Rowena Jenkins…"
Cranberries Help Antibiotics Fight Bacterial Infections,https://naturalblaze.com/2019/05/cranberries-help-antibiotics-fight-bacterial-infections.html,"MAY 28, 2019",DIET,"Research conducted at McGill University and INRS has found that a cranberry extract makes bacteria more sensitive to antibiotics, a promising avenue for limiting resistance to these important drugs The global spread of antibiotic resistance is undermining decades of progress in fighting bacterial infections. Due…"
Widespread Contamination Of Antibiotics Found In Rivers Around The World,https://naturalblaze.com/2019/05/widespread-contamination-of-antibiotics-found-in-rivers-around-the-world.html,"MAY 27, 2019",BIG PHARMA,"Concentrations of antibiotics found in some of the world’s rivers exceed ‘safe’ levels by up to 300 times, the first ever global study has discovered. Researchers looked for 14 commonly used antibiotics in rivers in 72 countries across six continents and found antibiotics at 65%…"
RECALL: Skip This Beef For Your Memorial Day BBQ,https://naturalblaze.com/2019/05/recall-skip-this-beef-for-your-memorial-day-bbq.html,"MAY 24, 2019",NATURAL HEALTH NEWS,"By Dagny Taggart If you are planning to throw some beef on the grill Memorial Day weekend, there’s a new recall you need to know about. On May 22, the U.S. Department of Agriculture’s Food Safety and Inspection Service (FSIS) announced that Aurora Packing Company,…"
Exposure To Flower Pesticides Gives Children Hypertension,https://naturalblaze.com/2019/05/study-flower-pesticides-caused-hypertension-high-blood-pressure-in-children.html,"MAY 23, 2019",ENVIRONMENT,"In Ecuador, roses for Mother’s Day sold around the world is major export crop, but pesticides used to grow and treat those flowers may be affecting health of children living nearby In a study published online May 21, 2019 in the journal Environmental Research, researchers…"
